Instruction,pfIssued,pfInCache,overallMisses,overallHits,overallAccesses,unusedPrefetches
79008158.000000,178.000000,180.000000,351352.000000,285.000000,28127905.000000,1.000000
80002066.000000,183.000000,279.000000,352843.000000,314.000000,28481062.000000,3.000000
81023367.000000,177.000000,221.000000,363277.000000,333.000000,28844672.000000,1.000000
82016921.000000,178.000000,247.000000,352471.000000,370.000000,29197513.000000,1.000000
83002115.000000,191.000000,224.000000,350142.000000,314.000000,29547969.000000,2.000000
84001827.000000,170.000000,195.000000,355441.000000,247.000000,29903657.000000,2.000000
85014999.000000,178.000000,269.000000,359671.000000,308.000000,30263636.000000,1.000000
86023508.000000,176.000000,204.000000,359258.000000,294.000000,30623188.000000,1.000000
87001255.000000,197.000000,224.000000,346294.000000,431.000000,30969913.000000,3.000000
88004149.000000,228.000000,265.000000,352642.000000,430.000000,31322985.000000,29.000000
89000734.000000,168.000000,333.000000,351475.000000,295.000000,31674755.000000,18.000000
90002157.000000,172.000000,182.000000,350152.000000,249.000000,32025156.000000,1.000000
91008795.000000,181.000000,219.000000,354986.000000,368.000000,32380510.000000,5.000000
92003587.000000,176.000000,206.000000,348061.000000,277.000000,32728848.000000,1.000000
93008288.000000,176.000000,305.000000,353832.000000,359.000000,33083039.000000,3.000000
94013610.000000,175.000000,273.000000,355155.000000,308.000000,33438502.000000,3.000000
95012855.000000,183.000000,184.000000,351111.000000,275.000000,33789888.000000,7.000000
96000812.000000,173.000000,298.000000,347297.000000,333.000000,34137518.000000,6.000000
97009608.000000,181.000000,212.000000,353800.000000,394.000000,34491712.000000,7.000000
98022082.000000,196.000000,176.000000,356287.000000,376.000000,34848375.000000,4.000000
99005492.000000,185.000000,193.000000,345548.000000,355.000000,35194278.000000,7.000000
100005168.000000,179.000000,265.000000,353837.000000,439.000000,35548554.000000,3.000000
101022207.000000,188.000000,205.000000,360273.000000,381.000000,35909208.000000,3.000000
102001372.000000,208.000000,230.000000,344590.000000,364.000000,36254162.000000,9.000000
103017363.000000,239.000000,340.000000,351890.000000,378.000000,36606430.000000,34.000000
104009303.000000,214.000000,168.000000,349130.000000,346.000000,36955906.000000,56.000000
105005133.000000,195.000000,234.000000,351704.000000,493.000000,37308103.000000,26.000000
106002005.000000,210.000000,153.000000,351007.000000,419.000000,37659529.000000,15.000000
107010253.000000,201.000000,307.000000,353857.000000,394.000000,38013780.000000,19.000000
108006315.000000,211.000000,241.000000,349910.000000,330.000000,38364020.000000,14.000000
109011150.000000,231.000000,272.000000,353642.000000,412.000000,38718074.000000,37.000000
110003240.000000,215.000000,222.000000,347945.000000,358.000000,39066377.000000,40.000000
111021482.000000,191.000000,216.000000,356477.000000,432.000000,39423286.000000,30.000000
112032266.000000,179.000000,214.000000,355729.000000,259.000000,39779274.000000,8.000000
113000441.000000,173.000000,214.000000,339577.000000,269.000000,40119120.000000,2.000000
114012627.000000,177.000000,207.000000,356749.000000,365.000000,40476234.000000,10.000000
115004809.000000,180.000000,273.000000,351606.000000,319.000000,40828159.000000,10.000000
116008060.000000,188.000000,227.000000,349572.000000,420.000000,41178151.000000,8.000000
117003658.000000,201.000000,404.000000,350437.000000,414.000000,41529002.000000,12.000000
118001921.000000,200.000000,198.000000,352255.000000,458.000000,41881715.000000,23.000000
119038641.000000,202.000000,239.000000,365922.000000,465.000000,42248102.000000,10.000000
120015303.000000,203.000000,247.000000,344336.000000,475.000000,42592913.000000,12.000000
121000557.000000,276.000000,218.000000,345299.000000,525.000000,42938737.000000,47.000000
122028042.000000,207.000000,314.000000,359579.000000,349.000000,43298665.000000,59.000000
123000888.000000,180.000000,262.000000,342887.000000,278.000000,43641830.000000,22.000000
124001258.000000,178.000000,213.000000,350143.000000,329.000000,43992302.000000,13.000000
125005801.000000,185.000000,198.000000,352116.000000,300.000000,44344718.000000,9.000000
126002382.000000,175.000000,307.000000,350799.000000,321.000000,44695838.000000,4.000000
127001437.000000,182.000000,249.000000,351110.000000,434.000000,45047382.000000,1.000000
128013434.000000,194.000000,186.000000,354940.000000,320.000000,45402642.000000,5.000000
129004224.000000,172.000000,271.000000,345549.000000,268.000000,45748459.000000,5.000000
