Instruction,pfIssued,pfInCache,overallMisses,overallHits,overallAccesses,unusedPrefetches
121000557.000000,491.000000,71.000000,350201.000000,586.000000,42939871.000000,329.000000
122009376.000000,305.000000,62.000000,352932.000000,393.000000,43293196.000000,207.000000
123000888.000000,276.000000,67.000000,349412.000000,365.000000,43642973.000000,137.000000
124001234.000000,307.000000,90.000000,350062.000000,414.000000,43993449.000000,149.000000
125001199.000000,327.000000,62.000000,350388.000000,395.000000,44344232.000000,192.000000
126002358.000000,290.000000,52.000000,352374.000000,365.000000,44696971.000000,141.000000
127001437.000000,381.000000,69.000000,351061.000000,483.000000,45048515.000000,217.000000
128004188.000000,309.000000,78.000000,351625.000000,398.000000,45400538.000000,188.000000
129001984.000000,252.000000,77.000000,347961.000000,342.000000,45748841.000000,123.000000
130002174.000000,307.000000,65.000000,350055.000000,394.000000,46099290.000000,138.000000
131001624.000000,336.000000,79.000000,353697.000000,439.000000,46453426.000000,199.000000
132001504.000000,346.000000,86.000000,348123.000000,474.000000,46802023.000000,174.000000
133006862.000000,314.000000,71.000000,354209.000000,403.000000,47156635.000000,183.000000
134002053.000000,312.000000,64.000000,352080.000000,392.000000,47509107.000000,171.000000
135002121.000000,378.000000,64.000000,353719.000000,480.000000,47863306.000000,204.000000
136003646.000000,348.000000,86.000000,348455.000000,455.000000,48212216.000000,222.000000
137003787.000000,266.000000,72.000000,350304.000000,351.000000,48562871.000000,141.000000
138004257.000000,255.000000,77.000000,352216.000000,346.000000,48915433.000000,126.000000
139005642.000000,255.000000,55.000000,350620.000000,324.000000,49266377.000000,105.000000
140000144.000000,260.000000,55.000000,351586.000000,325.000000,49618288.000000,123.000000
141002096.000000,272.000000,62.000000,347302.000000,352.000000,49965942.000000,120.000000
142000269.000000,283.000000,62.000000,351120.000000,355.000000,50317417.000000,137.000000
143003083.000000,426.000000,70.000000,352046.000000,524.000000,50669987.000000,242.000000
144004734.000000,357.000000,66.000000,353213.000000,439.000000,51023639.000000,230.000000
145000247.000000,354.000000,79.000000,350873.000000,457.000000,51374969.000000,200.000000
146001285.000000,308.000000,70.000000,351775.000000,395.000000,51727139.000000,186.000000
147001260.000000,347.000000,77.000000,349593.000000,450.000000,52077182.000000,189.000000
148000883.000000,271.000000,83.000000,348963.000000,373.000000,52426518.000000,147.000000
149004814.000000,293.000000,62.000000,351077.000000,373.000000,52777968.000000,137.000000
150005410.000000,270.000000,69.000000,351135.000000,353.000000,53129456.000000,136.000000
151003275.000000,254.000000,79.000000,350652.000000,349.000000,53480457.000000,118.000000
152003945.000000,341.000000,51.000000,354150.000000,421.000000,53835028.000000,174.000000
153004425.000000,362.000000,70.000000,353348.000000,443.000000,54188819.000000,184.000000
154001288.000000,303.000000,62.000000,351922.000000,378.000000,54541119.000000,190.000000
155001486.000000,373.000000,76.000000,351084.000000,471.000000,54892674.000000,200.000000
156001118.000000,317.000000,62.000000,353374.000000,394.000000,55246442.000000,197.000000
157003393.000000,318.000000,75.000000,350972.000000,428.000000,55597842.000000,174.000000
